Date,Open,Low,High,Close,Volume
2025-03-12 13:30:00+00:00,562.1699829101562,561.4099731445312,562.3300170898438,562.0197143554688,7699082
2025-03-12 13:31:00+00:00,562.0,561.9299926757812,562.989990234375,562.8150024414062,317491
2025-03-12 13:32:00+00:00,562.8099975585938,562.5999755859375,563.0999755859375,562.780029296875,270559
2025-03-12 13:33:00+00:00,562.780029296875,562.7000122070312,563.1099853515625,562.7100219726562,331376
2025-03-12 13:34:00+00:00,562.72998046875,562.2548828125,563.0499877929688,562.4400024414062,341420
2025-03-12 13:35:00+00:00,562.4299926757812,562.3300170898438,563.0,562.4199829101562,332753
2025-03-12 13:36:00+00:00,562.4199829101562,562.3800048828125,562.72998046875,562.530029296875,2768519
2025-03-12 13:37:00+00:00,562.52001953125,561.6099853515625,562.7039794921875,561.6199951171875,407374
2025-03-12 13:38:00+00:00,562.219970703125,561.3200073242188,562.219970703125,562.219970703125,462412
2025-03-12 13:39:00+00:00,562.1900024414062,562.0599975585938,562.489990234375,562.3400268554688,168752
2025-03-12 13:40:00+00:00,562.3200073242188,561.7899780273438,562.6799926757812,562.1400146484375,204184
2025-03-12 13:41:00+00:00,562.1099853515625,561.6124267578125,562.2590942382812,562.25,416986
2025-03-12 13:42:00+00:00,562.2999267578125,561.3200073242188,562.4000244140625,561.4199829101562,209017
2025-03-12 13:43:00+00:00,561.4400024414062,560.7100219726562,561.5700073242188,560.7999877929688,265480
2025-03-12 13:44:00+00:00,560.7999877929688,560.0599975585938,560.8200073242188,560.6199951171875,318475
2025-03-12 13:45:00+00:00,560.6599731445312,560.6599731445312,561.4099731445312,561.2579956054688,193575
2025-03-12 13:46:00+00:00,561.3200073242188,560.5999755859375,561.3499755859375,560.789794921875,115044
2025-03-12 13:47:00+00:00,560.7899780273438,560.4600219726562,561.0700073242188,560.5800170898438,131832
2025-03-12 13:48:00+00:00,560.5549926757812,559.4199829101562,560.6400146484375,559.7999877929688,241991
2025-03-12 13:49:00+00:00,559.752685546875,559.7000122070312,560.3699951171875,560.2899780273438,216211
2025-03-12 13:50:00+00:00,560.2899780273438,560.2899780273438,560.7000122070312,560.6500244140625,151610
2025-03-12 13:51:00+00:00,560.6699829101562,560.1712036132812,560.8599853515625,560.239990234375,130964
2025-03-12 13:52:00+00:00,560.1900024414062,560.010009765625,561.7999877929688,560.1599731445312,739468
2025-03-12 13:53:00+00:00,560.1199951171875,560.02001953125,560.739990234375,560.1400756835938,231143
2025-03-12 13:54:00+00:00,560.1799926757812,559.5700073242188,560.27001953125,559.5999755859375,262808
2025-03-12 13:55:00+00:00,559.5999755859375,559.1699829101562,559.9949951171875,559.3099975585938,179773
2025-03-12 13:56:00+00:00,559.3300170898438,558.3400268554688,559.4299926757812,558.4400024414062,276273
2025-03-12 13:57:00+00:00,558.4600219726562,558.3699951171875,558.9600219726562,558.9600219726562,369060
2025-03-12 13:58:00+00:00,558.9600219726562,558.75,559.2100219726562,559.1400146484375,121327
2025-03-12 13:59:00+00:00,559.0750122070312,559.0750122070312,559.5805053710938,559.47998046875,175645
2025-03-12 14:00:00+00:00,559.4600219726562,558.940185546875,559.469970703125,559.1099853515625,171466
2025-03-12 14:01:00+00:00,559.0999755859375,559.0399780273438,559.8200073242188,559.2598876953125,218198
2025-03-12 14:02:00+00:00,559.27001953125,558.7001953125,559.4299926757812,558.7849731445312,96327
2025-03-12 14:03:00+00:00,558.7301025390625,557.97998046875,559.239990234375,559.0700073242188,484107
2025-03-12 14:04:00+00:00,559.0399780273438,558.9099731445312,559.5700073242188,559.3099975585938,164038
2025-03-12 14:05:00+00:00,559.3200073242188,559.2899780273438,560.0399780273438,559.6500244140625,192246
2025-03-12 14:06:00+00:00,559.6400146484375,559.6199951171875,560.25,560.0363159179688,148147
2025-03-12 14:07:00+00:00,560.0399780273438,559.6400146484375,560.4099731445312,559.8699951171875,129723
2025-03-12 14:08:00+00:00,559.8900146484375,559.530029296875,560.2672119140625,560.1300048828125,103933
2025-03-12 14:09:00+00:00,560.0999755859375,559.9400024414062,560.3599853515625,560.2199096679688,122315
2025-03-12 14:10:00+00:00,560.219970703125,560.0399780273438,560.5805053710938,560.2100219726562,73917
2025-03-12 14:11:00+00:00,560.25,559.3599853515625,560.2899780273438,559.4439086914062,151950
2025-03-12 14:12:00+00:00,559.4099731445312,558.8900146484375,559.5399780273438,559.4099731445312,128384
